Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2022,october,10,ночь,+5°,3,Юго-западный ветер,763,93,без осадков,ясно
strelna,2022,october,10,утро,+5°,3,Северный ветер,765,93,без осадков,ясно
strelna,2022,october,10,день,+12°,5,Юго-западный ветер,766,87,без осадков,пасмурно
strelna,2022,october,10,вечер,+10°,5,Южный ветер,765,71,без осадков,малооблачно
strelna,2022,october,11,ночь,+6°,5,Южный ветер,765,87,без осадков,пасмурно
strelna,2022,october,11,утро,+7°,3,Южный ветер,763,87,без осадков,пасмурно
strelna,2022,october,11,день,+12°,7,Юго-восточный ветер,760,71,без осадков,облачно
strelna,2022,october,11,вечер,+12°,6,Южный ветер,758,50,без осадков,пасмурно
strelna,2022,october,12,ночь,+6°,2,Южный ветер,759,93,без осадков,малооблачно
strelna,2022,october,12,утро,+8°,5,Юго-западный ветер,760,87,без осадков,пасмурно
strelna,2022,october,12,день,+11°,6,Юго-западный ветер,762,81,без осадков,пасмурно
strelna,2022,october,12,вечер,+9°,5,Западный ветер,763,57,без осадков,облачно
strelna,2022,october,13,ночь,+3°,2,Западный ветер,764,87,без осадков,пасмурно
strelna,2022,october,13,утро,+4°,1,Северный ветер,765,93,без осадков,пасмурно
strelna,2022,october,13,день,+11°,5,Юго-западный ветер,766,57,без осадков,облачно
strelna,2022,october,13,вечер,+11°,4,Юго-западный ветер,765,50,без осадков,малооблачно
strelna,2022,october,14,ночь,+6°,2,Южный ветер,765,87,без осадков,пасмурно
strelna,2022,october,14,утро,+8°,4,Юго-западный ветер,764,93,без осадков,пасмурно
strelna,2022,october,14,день,+10°,4,Юго-западный ветер,763,87,без осадков,пасмурно
strelna,2022,october,14,вечер,+10°,5,Южный ветер,762,76,без осадков,ясно
strelna,2022,october,15,ночь,+9°,5,Южный ветер,762,81,без осадков,малооблачно
strelna,2022,october,15,утро,+8°,3,Южный ветер,762,87,без осадков,пасмурно
strelna,2022,october,15,день,+10°,4,Юго-восточный ветер,762,81,без осадков,пасмурно
strelna,2022,october,15,вечер,+12°,2,Восточный ветер,762,66,без осадков,ясно
strelna,2022,october,16,ночь,+9°,4,Юго-восточный ветер,762,76,без осадков,малооблачно
strelna,2022,october,16,утро,+9°,4,Восточный ветер,762,81,без осадков,облачно
strelna,2022,october,16,день,+10°,6,Южный ветер,761,76,без осадков,пасмурно
strelna,2022,october,16,вечер,+10°,4,Южный ветер,760,87,без осадков,пасмурно
strelna,2022,october,17,ночь,+12°,7,Южный ветер,757,87,без осадков,пасмурно
strelna,2022,october,17,утро,+11°,7,Юго-западный ветер,756,82,без осадков,малооблачно
strelna,2022,october,17,день,+10°,10,Юго-западный ветер,757,81,без осадков,пасмурно
strelna,2022,october,17,вечер,+11°,9,Западный ветер,761,71,без осадков,пасмурно
strelna,2022,october,18,ночь,+9°,6,Западный ветер,761,76,без осадков,пасмурно
strelna,2022,october,18,утро,+9°,5,Юго-западный ветер,758,93,без осадков,дождь
strelna,2022,october,18,день,+8°,6,Юго-западный ветер,757,87,без осадков,пасмурно
strelna,2022,october,18,вечер,+9°,5,Юго-западный ветер,756,87,без осадков,пасмурно
strelna,2022,october,19,ночь,+7°,3,Юго-западный ветер,755,93,без осадков,пасмурно
strelna,2022,october,19,утро,+7°,5,Северо-западный ветер,755,87,без осадков,пасмурно
strelna,2022,october,19,день,+6°,6,Северный ветер,758,75,без осадков,пасмурно
strelna,2022,october,19,вечер,+5°,4,Северный ветер,760,65,без осадков,пасмурно
strelna,2022,october,20,ночь,+3°,3,Северо-западный ветер,761,70,без осадков,пасмурно
strelna,2022,october,20,утро,+3°,3,Северо-западный ветер,761,70,без осадков,пасмурно
strelna,2022,october,20,день,+3°,3,Северо-западный ветер,761,70,без осадков,пасмурно
strelna,2022,october,20,вечер,+3°,3,Северо-западный ветер,761,70,без осадков,пасмурно
strelna,2022,october,21,ночь,+5°,2,Юго-западный ветер,763,87,без осадков,пасмурно
strelna,2022,october,21,утро,+5°,2,Западный ветер,763,87,без осадков,пасмурно
strelna,2022,october,21,день,+7°,2,Южный ветер,763,81,без осадков,пасмурно
strelna,2022,october,21,вечер,+7°,2,Южный ветер,763,87,без осадков,пасмурно
strelna,2022,october,22,ночь,+6°,3,Восточный ветер,763,93,без осадков,пасмурно
strelna,2022,october,22,утро,+5°,2,Северный ветер,762,93,без осадков,пасмурно
strelna,2022,october,22,день,+8°,5,Южный ветер,762,87,без осадков,пасмурно
strelna,2022,october,22,вечер,+7°,4,Южный ветер,760,81,без осадков,пасмурно
strelna,2022,october,23,ночь,+4°,3,Южный ветер,757,87,без осадков,пасмурно
strelna,2022,october,23,утро,+3°,3,Южный ветер,755,93,без осадков,ясно
strelna,2022,october,23,день,+6°,5,Южный ветер,754,87,без осадков,пасмурно
strelna,2022,october,23,вечер,+7°,6,Юго-западный ветер,753,87,без осадков,пасмурно
strelna,2022,october,24,ночь,+4°,5,Западный ветер,756,75,без осадков,пасмурно
strelna,2022,october,24,утро,0°,3,Юго-западный ветер,758,93,без осадков,малооблачно
strelna,2022,october,24,день,+6°,5,Западный ветер,760,80,без осадков,ясно
strelna,2022,october,24,вечер,+5°,3,Западный ветер,762,60,без осадков,ясно
strelna,2022,october,25,ночь,-2°,1,Северный ветер,762,86,без осадков,ясно
strelna,2022,october,25,утро,-2°,2,Восточный ветер,762,93,без осадков,ясно
strelna,2022,october,25,день,+4°,5,Восточный ветер,761,87,без осадков,ясно
strelna,2022,october,25,вечер,+4°,6,Восточный ветер,761,60,без осадков,пасмурно
strelna,2022,october,26,ночь,+2°,4,Восточный ветер,759,93,без осадков,пасмурно
strelna,2022,october,26,утро,+4°,3,Восточный ветер,757,93,без осадков,пасмурно
strelna,2022,october,26,день,+8°,2,Восточный ветер,757,93,без осадков,пасмурно
strelna,2022,october,26,вечер,+9°,3,Южный ветер,758,93,без осадков,пасмурно
strelna,2022,october,27,ночь,+9°,2,Юго-восточный ветер,759,93,без осадков,пасмурно
strelna,2022,october,27,утро,+10°,4,Западный ветер,759,93,без осадков,пасмурно
strelna,2022,october,27,день,+10°,5,Западный ветер,762,87,без осадков,пасмурно
strelna,2022,october,27,вечер,+8°,5,Юго-западный ветер,763,93,без осадков,пасмурно
strelna,2022,october,28,ночь,+8°,4,Северный ветер,762,93,без осадков,пасмурно
strelna,2022,october,28,утро,+11°,5,Юго-западный ветер,760,93,без осадков,пасмурно
strelna,2022,october,28,день,+12°,5,Юго-западный ветер,759,87,без осадков,пасмурно
strelna,2022,october,28,вечер,+12°,5,Юго-западный ветер,759,76,без осадков,малооблачно
strelna,2022,october,29,ночь,+11°,3,Юго-западный ветер,757,93,без осадков,пасмурно
strelna,2022,october,29,утро,+11°,3,Юго-западный ветер,754,93,без осадков,пасмурно
strelna,2022,october,29,день,+13°,5,Южный ветер,750,94,без осадков,пасмурно
strelna,2022,october,29,вечер,+13°,6,Южный ветер,747,88,без осадков,пасмурно
strelna,2022,october,30,ночь,+7°,12,Западный ветер,745,81,без осадков,пасмурно
strelna,2022,october,30,утро,+6°,15,Западный ветер,747,65,без осадков,пасмурно
strelna,2022,october,30,день,+5°,11,Западный ветер,750,45,без осадков,малооблачно
strelna,2022,october,30,вечер,+4°,10,Западный ветер,753,41,без осадков,облачно
strelna,2022,october,31,ночь,+3°,10,Северо-западный ветер,755,48,без осадков,ясно
strelna,2022,october,31,утро,+2°,8,Северо-западный ветер,758,64,без осадков,ясно
strelna,2022,october,31,день,+3°,6,Западный ветер,761,60,без осадков,ясно
strelna,2022,october,31,вечер,+3°,3,Западный ветер,763,56,без осадков,ясно
strelna,2022,november,1,ночь,0°,1,Юго-западный ветер,762,80,без осадков,ясно
strelna,2022,november,1,утро,+3°,3,Юго-восточный ветер,760,93,без осадков,пасмурно
strelna,2022,november,1,день,+9°,5,Северный ветер,759,100,без осадков,небольшой
strelna,2022,november,1,вечер,+9°,3,Западный ветер,759,93,без осадков,пасмурно
strelna,2022,november,2,ночь,+6°,5,Западный ветер,760,93,без осадков,пасмурно
strelna,2022,november,2,утро,+6°,3,Западный ветер,760,93,без осадков,пасмурно
strelna,2022,november,2,день,+6°,3,Западный ветер,762,93,без осадков,пасмурно
strelna,2022,november,2,вечер,+6°,1,Северный ветер,762,93,без осадков,пасмурно
strelna,2022,november,3,ночь,+5°,3,Восточный ветер,762,93,без осадков,туман
strelna,2022,november,3,утро,+5°,3,Восточный ветер,762,93,без осадков,туман
strelna,2022,november,3,день,+4°,3,Восточный ветер,763,93,без осадков,пасмурно
strelna,2022,november,3,вечер,+2°,4,Восточный ветер,764,93,без осадков,пасмурно
strelna,2022,november,4,ночь,0°,1,Северный ветер,764,93,без осадков,пасмурно
strelna,2022,november,4,утро,0°,2,Северный ветер,764,80,без осадков,пасмурно
strelna,2022,november,4,день,0°,3,Восточный ветер,765,80,без осадков,пасмурно
strelna,2022,november,4,вечер,-1°,2,Юго-восточный ветер,765,80,без осадков,пасмурно
strelna,2022,november,5,ночь,-3°,3,Восточный ветер,766,93,без осадков,пасмурно
strelna,2022,november,5,утро,-4°,3,Юго-восточный ветер,767,93,без осадков,пасмурно
strelna,2022,november,5,день,0°,4,Юго-восточный ветер,767,93,без осадков,пасмурно
strelna,2022,november,5,вечер,-1°,6,Юго-восточный ветер,767,86,без осадков,пасмурно
strelna,2022,november,6,ночь,0°,4,Юго-восточный ветер,765,74,без осадков,пасмурно
strelna,2022,november,6,утро,0°,4,Юго-восточный ветер,762,80,без осадков,пасмурно
strelna,2022,november,6,день,+1°,4,Южный ветер,761,93,без осадков,пасмурно
strelna,2022,november,6,вечер,+2°,4,Южный ветер,761,87,без осадков,пасмурно
strelna,2022,november,7,ночь,+2°,3,Юго-восточный ветер,760,93,без осадков,пасмурно
strelna,2022,november,7,утро,+5°,3,Южный ветер,759,93,без осадков,пасмурно
strelna,2022,november,7,день,+6°,7,Южный ветер,758,87,без осадков,пасмурно
strelna,2022,november,7,вечер,+6°,5,Южный ветер,757,81,без осадков,пасмурно
strelna,2022,november,8,ночь,+4°,4,Юго-западный ветер,755,81,без осадков,пасмурно
strelna,2022,november,8,утро,+5°,6,Южный ветер,752,93,без осадков,пасмурно
strelna,2022,november,8,день,+8°,6,Южный ветер,750,90,без осадков,дождь
strelna,2022,november,8,вечер,+9°,5,Юго-западный ветер,751,87,без осадков,пасмурно
strelna,2022,november,9,ночь,+6°,5,Западный ветер,754,87,без осадков,пасмурно
strelna,2022,november,9,утро,+5°,2,Северный ветер,756,93,без осадков,дождь
strelna,2022,november,9,день,+10°,4,Юго-восточный ветер,754,93,без осадков,пасмурно
strelna,2022,november,9,вечер,+10°,3,Юго-западный ветер,755,87,без осадков,дождь
strelna,2022,november,10,ночь,+10°,3,Юго-западный ветер,755,87,без осадков,пасмурно
strelna,2022,november,10,утро,+10°,5,Юго-западный ветер,755,87,без осадков,пасмурно
strelna,2022,november,10,день,+11°,5,Юго-западный ветер,756,93,без осадков,пасмурно
strelna,2022,november,10,вечер,+10°,4,Южный ветер,758,87,без осадков,дождь
strelna,2022,november,11,ночь,+9°,2,Юго-западный ветер,759,93,без осадков,пасмурно
strelna,2022,november,11,утро,+8°,3,Южный ветер,759,93,без осадков,пасмурно
strelna,2022,november,11,день,+8°,7,Южный ветер,757,87,без осадков,пасмурно
strelna,2022,november,11,вечер,+10°,5,Юго-западный ветер,754,93,без осадков,дождь
strelna,2022,november,12,ночь,+10°,6,Западный ветер,756,93,без осадков,пасмурно
strelna,2022,november,12,утро,+11°,6,Юго-западный ветер,753,94,без осадков,пасмурно
strelna,2022,november,12,день,+12°,12,Западный ветер,751,94,без осадков,пасмурно
strelna,2022,november,12,вечер,+11°,12,Западный ветер,755,58,без осадков,ясно
strelna,2022,november,13,ночь,+10°,13,Западный ветер,758,57,без осадков,пасмурно
strelna,2022,november,13,утро,+8°,12,Западный ветер,761,57,без осадков,пасмурно
strelna,2022,november,13,день,+6°,7,Северо-западный ветер,766,61,без осадков,пасмурно
strelna,2022,november,13,вечер,+5°,4,Северо-западный ветер,768,70,без осадков,пасмурно
strelna,2022,november,14,ночь,+1°,4,Северный ветер,771,75,без осадков,пасмурно
strelna,2022,november,14,утро,-1°,2,Юго-западный ветер,771,93,без осадков,ясно
strelna,2022,november,14,день,+2°,4,Западный ветер,771,86,без осадков,облачно
strelna,2022,november,14,вечер,+1°,2,Южный ветер,770,80,без осадков,пасмурно
strelna,2022,november,15,ночь,0°,3,Южный ветер,765,93,без осадков,снег
strelna,2022,november,15,утро,0°,3,Южный ветер,760,100,без осадков,снег
strelna,2022,november,15,день,0°,3,Восточный ветер,759,100,без осадков,снег
strelna,2022,november,15,вечер,0°,5,Северо-восточный ветер,761,93,без осадков,пасмурно
strelna,2022,november,16,ночь,0°,3,Северо-восточный ветер,763,93,без осадков,пасмурно
strelna,2022,november,16,утро,0°,3,Северный ветер,764,86,без осадков,пасмурно
strelna,2022,november,16,день,0°,3,Северо-западный ветер,764,86,без осадков,пасмурно
strelna,2022,november,16,вечер,-1°,3,Северо-западный ветер,764,80,без осадков,пасмурно
strelna,2022,november,17,ночь,0°,4,Западный ветер,762,93,без осадков,пасмурно
strelna,2022,november,17,утро,+1°,5,Северо-западный ветер,760,87,без осадков,пасмурно
strelna,2022,november,17,день,+1°,8,Северный ветер,760,87,без осадков,пасмурно
strelna,2022,november,17,вечер,0°,7,Северо-восточный ветер,762,61,без осадков,пасмурно
strelna,2022,november,18,ночь,-2°,5,Северо-восточный ветер,764,69,без осадков,пасмурно
strelna,2022,november,18,утро,-2°,5,Северо-восточный ветер,764,68,без осадков,пасмурно
strelna,2022,november,18,день,-1°,7,Северо-восточный ветер,764,68,без осадков,пасмурно
strelna,2022,november,18,вечер,-2°,6,Северо-восточный ветер,764,63,без осадков,облачно
strelna,2022,november,19,ночь,-2°,7,Северо-восточный ветер,765,63,без осадков,пасмурно
strelna,2022,november,19,утро,-3°,7,Северо-восточный ветер,765,58,без осадков,ясно
strelna,2022,november,19,день,-6°,7,Восточный ветер,767,73,без осадков,пасмурно
strelna,2022,november,19,вечер,-5°,6,Восточный ветер,768,68,без осадков,пасмурно
strelna,2022,november,20,ночь,-4°,7,Северо-восточный ветер,765,68,без осадков,пасмурно
strelna,2022,november,20,утро,-4°,7,Восточный ветер,764,74,без осадков,пасмурно
strelna,2022,november,20,день,-3°,6,Восточный ветер,764,74,без осадков,пасмурно
strelna,2022,november,20,вечер,-3°,4,Восточный ветер,764,74,без осадков,пасмурно
strelna,2022,november,21,ночь,-4°,3,Юго-восточный ветер,766,68,без осадков,пасмурно
strelna,2022,november,21,утро,-4°,4,Восточный ветер,766,73,без осадков,пасмурно
strelna,2022,november,21,день,-4°,7,Восточный ветер,765,79,без осадков,пасмурно
strelna,2022,november,21,вечер,-5°,5,Восточный ветер,765,79,без осадков,пасмурно
strelna,2022,november,22,ночь,-6°,6,Восточный ветер,763,86,без осадков,пасмурно
strelna,2022,november,22,утро,-5°,7,Восточный ветер,762,79,без осадков,пасмурно
strelna,2022,november,22,день,-2°,5,Восточный ветер,761,80,без осадков,пасмурно
strelna,2022,november,22,вечер,-2°,4,Северо-восточный ветер,761,68,без осадков,пасмурно
strelna,2022,november,23,ночь,-2°,4,Северо-восточный ветер,760,74,без осадков,пасмурно
strelna,2022,november,23,утро,-2°,5,Северо-восточный ветер,760,80,без осадков,снег
strelna,2022,november,23,день,-1°,6,Северо-восточный ветер,761,80,без осадков,пасмурно
strelna,2022,november,23,вечер,-2°,5,Северо-восточный ветер,762,74,без осадков,снег
strelna,2022,november,24,ночь,-4°,5,Северо-восточный ветер,763,80,без осадков,пасмурно
strelna,2022,november,24,утро,-4°,4,Восточный ветер,764,79,без осадков,пасмурно
strelna,2022,november,24,день,-4°,5,Восточный ветер,765,79,без осадков,пасмурно
strelna,2022,november,24,вечер,-4°,4,Северо-восточный ветер,766,74,без осадков,пасмурно
strelna,2022,november,25,ночь,-7°,6,Восточный ветер,768,86,без осадков,пасмурно
strelna,2022,november,25,утро,-7°,5,Восточный ветер,770,86,без осадков,пасмурно
strelna,2022,november,25,день,-4°,5,Восточный ветер,771,80,без осадков,пасмурно
strelna,2022,november,25,вечер,-4°,6,Восточный ветер,771,80,без осадков,пасмурно
strelna,2022,november,26,ночь,-8°,5,Восточный ветер,772,86,без осадков,пасмурно
strelna,2022,november,26,утро,-9°,4,Восточный ветер,773,86,без осадков,пасмурно
strelna,2022,november,26,день,-9°,5,Восточный ветер,774,79,без осадков,пасмурно
strelna,2022,november,26,вечер,-9°,7,Восточный ветер,774,79,без осадков,пасмурно
strelna,2022,november,27,ночь,-9°,5,Восточный ветер,774,79,без осадков,пасмурно
strelna,2022,november,27,утро,-9°,5,Восточный ветер,774,79,без осадков,пасмурно
strelna,2022,november,27,день,-6°,4,Восточный ветер,775,79,без осадков,пасмурно
strelna,2022,november,27,вечер,-6°,5,Восточный ветер,774,79,без осадков,пасмурно
strelna,2022,november,28,ночь,-4°,5,Восточный ветер,775,80,без осадков,пасмурно
strelna,2022,november,28,утро,-4°,5,Восточный ветер,775,93,без осадков,пасмурно
strelna,2022,november,28,день,-3°,5,Восточный ветер,776,86,без осадков,пасмурно
strelna,2022,november,28,вечер,-3°,5,Восточный ветер,777,80,без осадков,пасмурно
strelna,2022,november,29,ночь,-3°,4,Восточный ветер,777,80,без осадков,пасмурно
strelna,2022,november,29,утро,-2°,4,Восточный ветер,777,80,без осадков,пасмурно
strelna,2022,november,29,день,-2°,5,Восточный ветер,778,80,без осадков,пасмурно
strelna,2022,november,29,вечер,-2°,4,Восточный ветер,778,80,без осадков,пасмурно
strelna,2022,november,30,ночь,-3°,3,Восточный ветер,778,86,без осадков,пасмурно
strelna,2022,november,30,утро,-3°,5,Восточный ветер,778,86,без осадков,пасмурно
strelna,2022,november,30,день,-3°,5,Восточный ветер,778,80,без осадков,пасмурно
strelna,2022,november,30,вечер,-4°,4,Восточный ветер,778,80,без осадков,пасмурно
strelna,2022,december,1,ночь,-4°,2,Северный ветер,778,74,без осадков,ясно
strelna,2022,december,1,утро,-4°,2,Восточный ветер,778,74,без осадков,пасмурно
strelna,2022,december,1,день,-4°,2,Юго-восточный ветер,779,80,без осадков,пасмурно
strelna,2022,december,1,вечер,-6°,3,Восточный ветер,780,73,без осадков,малооблачно
strelna,2022,december,2,ночь,-10°,3,Восточный ветер,780,85,без осадков,пасмурно
strelna,2022,december,2,утро,-11°,3,Восточный ветер,779,79,без осадков,пасмурно
strelna,2022,december,2,день,-8°,4,Восточный ветер,779,73,без осадков,пасмурно
strelna,2022,december,2,вечер,-8°,4,Восточный ветер,779,67,без осадков,ясно
strelna,2022,december,3,ночь,-8°,3,Восточный ветер,778,73,без осадков,ясно
strelna,2022,december,3,утро,-8°,4,Восточный ветер,777,76,без осадков,ясно
strelna,2022,december,3,день,-6°,4,Восточный ветер,777,73,без осадков,облачно
strelna,2022,december,3,вечер,-4°,5,Юго-восточный ветер,777,68,без осадков,пасмурно
strelna,2022,december,4,ночь,-4°,3,Юго-восточный ветер,777,74,без осадков,пасмурно
strelna,2022,december,4,утро,-4°,4,Юго-восточный ветер,777,86,без осадков,пасмурно
strelna,2022,december,4,день,-4°,5,Юго-восточный ветер,778,80,без осадков,снег
strelna,2022,december,4,вечер,-4°,4,Юго-восточный ветер,777,74,без осадков,пасмурно
strelna,2022,december,5,ночь,-4°,2,Юго-восточный ветер,775,80,без осадков,снег
strelna,2022,december,5,утро,-4°,3,Южный ветер,774,80,без осадков,пасмурно
strelna,2022,december,5,день,-2°,3,Юго-западный ветер,773,80,без осадков,пасмурно
strelna,2022,december,5,вечер,-2°,3,Юго-восточный ветер,772,80,без осадков,пасмурно
strelna,2022,december,6,ночь,-6°,2,Юго-восточный ветер,768,80,без осадков,пасмурно
strelna,2022,december,6,утро,-6°,3,Юго-восточный ветер,764,86,без осадков,пасмурно
strelna,2022,december,6,день,-6°,4,Южный ветер,762,79,без осадков,снег
strelna,2022,december,6,вечер,-6°,5,Южный ветер,761,79,без осадков,снег
strelna,2022,december,7,ночь,-6°,5,Юго-восточный ветер,759,79,без осадков,пасмурно
strelna,2022,december,7,утро,-4°,5,Юго-восточный ветер,759,80,без осадков,снег
strelna,2022,december,7,день,-4°,7,Юго-восточный ветер,758,74,без осадков,снег
strelna,2022,december,7,вечер,-6°,7,Юго-восточный ветер,756,79,без осадков,пасмурно
strelna,2022,december,8,ночь,-4°,6,Юго-восточный ветер,754,74,без осадков,пасмурно
strelna,2022,december,8,утро,-4°,8,Восточный ветер,753,74,без осадков,пасмурно
strelna,2022,december,8,день,-4°,7,Восточный ветер,753,80,без осадков,пасмурно
strelna,2022,december,8,вечер,-4°,6,Восточный ветер,752,80,без осадков,снег
strelna,2022,december,9,ночь,-1°,5,Южный ветер,754,83,без осадков,пасмурно
strelna,2022,december,9,утро,0°,4,Южный ветер,757,80,без осадков,пасмурно
strelna,2022,december,9,день,-1°,5,Восточный ветер,756,86,без осадков,пасмурно
strelna,2022,december,9,вечер,-1°,3,Юго-восточный ветер,756,86,без осадков,снег
strelna,2022,december,10,ночь,-2°,3,Юго-западный ветер,757,86,без осадков,пасмурно
strelna,2022,december,10,утро,-4°,2,Северный ветер,759,93,без осадков,пасмурно
strelna,2022,december,10,день,-4°,3,Юго-восточный ветер,760,93,без осадков,пасмурно
strelna,2022,december,10,вечер,-4°,3,Восточный ветер,761,93,без осадков,пасмурно
strelna,2022,december,11,ночь,-3°,6,Восточный ветер,762,80,без осадков,пасмурно
strelna,2022,december,11,утро,-4°,5,Восточный ветер,762,74,без осадков,пасмурно
strelna,2022,december,11,день,-5°,3,Восточный ветер,763,92,без осадков,пасмурно
strelna,2022,december,11,вечер,-5°,6,Восточный ветер,763,73,без осадков,пасмурно
strelna,2022,december,12,ночь,-7°,8,Северо-восточный ветер,760,79,без осадков,пасмурно
strelna,2022,december,12,утро,-6°,9,Северо-восточный ветер,756,79,без осадков,снег
strelna,2022,december,12,день,-4°,12,Северо-восточный ветер,752,80,без осадков,снег
strelna,2022,december,12,вечер,-8°,9,Северо-восточный ветер,749,79,без осадков,снег
strelna,2022,december,13,ночь,-8°,6,Северо-восточный ветер,747,86,без осадков,пасмурно
strelna,2022,december,13,утро,-4°,4,Юго-восточный ветер,747,86,без осадков,пасмурно
strelna,2022,december,13,день,-3°,9,Восточный ветер,747,74,без осадков,пасмурно
strelna,2022,december,13,вечер,-2°,7,Юго-восточный ветер,747,69,без осадков,пасмурно
strelna,2022,december,14,ночь,-4°,4,Южный ветер,748,68,без осадков,пасмурно
strelna,2022,december,14,утро,-3°,3,Южный ветер,749,80,без осадков,малооблачно
strelna,2022,december,14,день,-4°,6,Северный ветер,750,74,без осадков,пасмурно
strelna,2022,december,14,вечер,-4°,4,Юго-западный ветер,751,74,без осадков,пасмурно
strelna,2022,december,15,ночь,-4°,6,Южный ветер,750,76,без осадков,пасмурно
strelna,2022,december,15,утро,-3°,7,Южный ветер,753,70,без осадков,пасмурно
strelna,2022,december,15,день,-7°,6,Южный ветер,756,68,без осадков,пасмурно
strelna,2022,december,15,вечер,-9°,5,Юго-восточный ветер,756,73,без осадков,облачно
strelna,2022,december,16,ночь,-7°,2,Северный ветер,756,79,без осадков,пасмурно
strelna,2022,december,16,утро,-8°,2,Северный ветер,757,86,без осадков,пасмурно
strelna,2022,december,16,день,-6°,3,Юго-западный ветер,761,83,без осадков,пасмурно
strelna,2022,december,16,вечер,-7°,1,Северный ветер,764,86,без осадков,пасмурно
strelna,2022,december,17,ночь,-15°,2,Южный ветер,767,97,без осадков,пасмурно
strelna,2022,december,17,утро,-17°,1,Юго-восточный ветер,768,98,без осадков,малооблачно
strelna,2022,december,17,день,-7°,2,Юго-восточный ветер,769,98,без осадков,пасмурно
strelna,2022,december,17,вечер,-17°,0,нет,769,99,без осадков,малооблачно
strelna,2022,december,18,ночь,-18°,0,нет,769,100,без осадков,пасмурно
strelna,2022,december,18,утро,-17°,1,Южный ветер,769,100,без осадков,пасмурно
strelna,2022,december,18,день,-8°,3,Южный ветер,768,79,без осадков,пасмурно
strelna,2022,december,18,вечер,-4°,6,Южный ветер,767,80,без осадков,пасмурно
strelna,2022,december,19,ночь,-3°,6,Южный ветер,763,80,без осадков,снег
strelna,2022,december,19,утро,0°,9,Юго-западный ветер,762,86,без осадков,малооблачно
strelna,2022,december,19,день,0°,11,Западный ветер,765,69,без осадков,пасмурно
strelna,2022,december,19,вечер,-2°,3,Юго-западный ветер,767,86,без осадков,облачно
strelna,2022,december,20,ночь,0°,3,Юго-западный ветер,764,86,без осадков,пасмурно
strelna,2022,december,20,утро,-1°,3,Южный ветер,761,74,без осадков,пасмурно
strelna,2022,december,20,день,-7°,4,Юго-восточный ветер,760,73,без осадков,ясно
strelna,2022,december,20,вечер,-9°,5,Юго-восточный ветер,759,73,без осадков,ясно
strelna,2022,december,21,ночь,-9°,4,Юго-восточный ветер,757,79,без осадков,пасмурно
strelna,2022,december,21,утро,-4°,4,Юго-восточный ветер,755,86,без осадков,пасмурно
strelna,2022,december,21,день,0°,3,Юго-восточный ветер,752,93,без осадков,дождь
strelna,2022,december,21,вечер,0°,1,Северный ветер,750,93,без осадков,снег
strelna,2022,december,22,ночь,+1°,4,Юго-западный ветер,748,93,без осадков,пасмурно
strelna,2022,december,22,утро,+2°,5,Юго-западный ветер,748,87,без осадков,пасмурно
strelna,2022,december,22,день,+2°,5,Юго-западный ветер,748,84,без осадков,пасмурно
strelna,2022,december,22,вечер,+2°,4,Южный ветер,749,81,без осадков,пасмурно
strelna,2022,december,23,ночь,+1°,3,Южный ветер,748,93,без осадков,небольшой
strelna,2022,december,23,утро,+1°,3,Южный ветер,747,93,без осадков,пасмурно
strelna,2022,december,23,день,0°,2,Юго-восточный ветер,745,93,без осадков,пасмурно
strelna,2022,december,23,вечер,0°,2,Юго-западный ветер,746,93,без осадков,пасмурно
strelna,2022,december,24,ночь,+1°,3,Южный ветер,745,93,без осадков,пасмурно
strelna,2022,december,24,утро,+2°,7,Юго-западный ветер,747,87,без осадков,пасмурно
strelna,2022,december,24,день,0°,7,Западный ветер,753,80,без осадков,пасмурно
strelna,2022,december,24,вечер,0°,6,Западный ветер,756,69,без осадков,пасмурно
strelna,2022,december,25,ночь,-1°,3,Юго-западный ветер,759,80,без осадков,пасмурно
strelna,2022,december,25,утро,-3°,3,Юго-западный ветер,761,83,без осадков,малооблачно
strelna,2022,december,25,день,-2°,5,Юго-западный ветер,764,74,без осадков,пасмурно
strelna,2022,december,25,вечер,-3°,1,Северный ветер,766,74,без осадков,пасмурно
strelna,2022,december,26,ночь,-2°,3,Юго-западный ветер,768,86,без осадков,пасмурно
strelna,2022,december,26,утро,-3°,4,Южный ветер,769,93,без осадков,пасмурно
strelna,2022,december,26,день,-5°,6,Юго-восточный ветер,768,93,без осадков,пасмурно
strelna,2022,december,26,вечер,-7°,5,Юго-восточный ветер,768,86,без осадков,пасмурно
strelna,2022,december,27,ночь,-8°,6,Восточный ветер,764,86,без осадков,пасмурно
strelna,2022,december,27,утро,-7°,8,Восточный ветер,759,79,без осадков,пасмурно
strelna,2022,december,27,день,-3°,8,Восточный ветер,755,77,без осадков,снег
strelna,2022,december,27,вечер,-3°,7,Восточный ветер,754,74,без осадков,снег
strelna,2022,december,28,ночь,-2°,5,Южный ветер,753,93,без осадков,пасмурно
strelna,2022,december,28,утро,0°,4,Южный ветер,753,86,без осадков,пасмурно
strelna,2022,december,28,день,0°,4,Юго-западный ветер,755,83,без осадков,пасмурно
strelna,2022,december,28,вечер,-1°,3,Южный ветер,756,80,без осадков,облачно
strelna,2022,december,29,ночь,0°,2,Юго-западный ветер,758,69,без осадков,пасмурно
